campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,click_through_rate_percent,conversions,conversion_rate_percent,spend,revenue_generated,real_roas
591305,Flash Sale,2024-07-30,Inactive,App,7295,895,12.27,32,3.58,4479.89,7130.71,1.59
346157,Membership Drive,2024-07-30,All,Social Media,3830,763,19.92,100,13.11,1368.8,5774.52,4.22
204245,Category Promotion,2024-07-30,Inactive,Email,9848,699,7.10,21,3.00,4603.37,3010.65,0.65
521777,App Push Notification,2024-07-30,Premium,Email,8573,486,5.67,31,6.38,4756.98,2925.47,0.61
444130,Email Campaign,2024-07-30,New Users,Social Media,8942,304,3.40,58,19.08,2716.61,8999.77,3.31
806520,Referral Program,2024-07-30,Premium,Email,5607,811,14.46,32,3.95,2873.15,4774.69,1.66
524893,New User Discount,2024-07-29,All,Social Media,9909,504,5.09,90,17.86,4711.83,6194.97,1.31
829968,Weekend Special,2024-07-29,Inactive,App,7655,209,2.73,57,27.27,1404.95,9112.94,6.49
611183,Festival Offer,2024-07-29,All,SMS,1335,386,28.91,18,4.66,1515.91,8280.68,5.46
293118,Flash Sale,2024-07-29,Inactive,SMS,6888,880,12.78,74,8.41,3094.1,6538.3,2.11
836270,Membership Drive,2024-07-29,All,SMS,5244,222,4.23,70,31.53,2402.28,6322.27,2.63
218735,Category Promotion,2024-07-29,Premium,App,5193,757,14.58,62,8.19,1634.45,3697.08,2.26
953953,App Push Notification,2024-07-29,Premium,App,4868,616,12.65,79,12.82,3763.68,7692.36,2.04
552589,Email Campaign,2024-07-29,Premium,Social Media,2806,711,25.34,76,10.69,3935.06,2373.59,0.60
355376,Referral Program,2024-07-29,Premium,Social Media,1023,865,84.56,19,2.20,1838.54,6334.89,3.45
267952,New User Discount,2024-07-28,Inactive,App,9629,944,9.80,55,5.83,4231.35,2816.73,0.67
748049,Weekend Special,2024-07-28,New Users,App,7744,555,7.17,45,8.11,1815.25,4867.69,2.68
515034,Festival Offer,2024-07-28,All,Social Media,7775,139,1.79,59,42.45,4752.07,6710.99,1.41
512596,Flash Sale,2024-07-28,Inactive,SMS,2664,955,35.85,34,3.56,4917.87,3579.62,0.73
153844,Membership Drive,2024-07-28,New Users,Email,5116,620,12.12,85,13.71,2532.77,7188.76,2.84
826255,Category Promotion,2024-07-28,Inactive,SMS,9631,878,9.12,48,5.47,4635.93,5455.65,1.18
605877,App Push Notification,2024-07-28,All,SMS,9360,898,9.59,38,4.23,3771.86,9100.76,2.41
854241,Email Campaign,2024-07-28,Premium,App,2215,253,11.42,96,37.94,4222.07,7119.83,1.69
149503,Referral Program,2024-07-28,New Users,App,5145,523,10.17,93,17.78,3626.15,6438.12,1.78
437168,New User Discount,2024-07-27,New Users,App,7840,383,4.89,34,8.88,4855.14,9860.4,2.03
547870,Weekend Special,2024-07-27,All,Email,7155,115,1.61,100,86.96,3814.87,4210.84,1.10
819189,Festival Offer,2024-07-27,All,Email,8251,220,2.67,23,10.45,1421.1,4288.71,3.02
822731,Flash Sale,2024-07-27,New Users,Social Media,1300,520,40.00,76,14.62,1927.42,4111.59,2.13
74683,Membership Drive,2024-07-27,Inactive,Email,7439,576,7.74,44,7.64,3917.82,9072.29,2.32
516485,Category Promotion,2024-07-27,All,Social Media,4477,626,13.98,86,13.74,2516.4,2420.69,0.96
27041,App Push Notification,2024-07-27,Premium,Email,2523,957,37.93,12,1.25,3603.22,9873.97,2.74
480113,Email Campaign,2024-07-27,New Users,Email,3254,974,29.93,82,8.42,1366.9,8439.56,6.17
794439,Referral Program,2024-07-27,Premium,SMS,9255,214,2.31,66,30.84,1734.4,9492.11,5.47
841866,New User Discount,2024-07-26,Premium,App,8624,846,9.81,32,3.78,2783.61,2399.08,0.86
263078,Weekend Special,2024-07-26,Premium,App,8803,940,10.68,60,6.38,4284.84,4882.68,1.14
483473,Festival Offer,2024-07-26,Inactive,Social Media,4114,604,14.68,61,10.10,4844.62,4186.86,0.86
251399,Flash Sale,2024-07-26,New Users,Email,9276,726,7.83,51,7.02,4401.47,9390.46,2.13
126783,Membership Drive,2024-07-26,All,SMS,7159,166,2.32,48,28.92,3918.23,3986.86,1.02
576289,Category Promotion,2024-07-26,All,SMS,8268,127,1.54,96,75.59,4544.8,7695.17,1.69
999216,App Push Notification,2024-07-26,Premium,Social Media,6504,442,6.80,46,10.41,3885.79,5767.99,1.48
701672,Email Campaign,2024-07-26,Premium,App,3547,165,4.65,87,52.73,1393.64,8702.52,6.24
471493,Referral Program,2024-07-26,Inactive,Email,6334,113,1.78,22,19.47,3399.33,9732.13,2.86
307715,New User Discount,2024-07-25,Inactive,Social Media,1129,691,61.20,71,10.27,3574.55,4019.62,1.12
492367,Weekend Special,2024-07-25,Inactive,SMS,2707,193,7.13,92,47.67,4107.16,3062,0.75
985046,Festival Offer,2024-07-25,Premium,Social Media,3835,847,22.09,87,10.27,3629.31,4203.62,1.16
915785,Flash Sale,2024-07-25,Premium,Email,2094,314,15.00,96,30.57,2866.56,7832.03,2.73
808285,Membership Drive,2024-07-25,New Users,Social Media,1483,654,44.10,25,3.82,1631.96,4492.13,2.75
209815,Category Promotion,2024-07-25,Inactive,Social Media,5775,339,5.87,31,9.14,1338.81,5303.28,3.96
538814,App Push Notification,2024-07-25,New Users,Email,3384,288,8.51,94,32.64,3041.61,6123.9,2.01
691665,Email Campaign,2024-07-25,Premium,App,5437,765,14.07,89,11.63,3726.36,6169.71,1.66
897533,Referral Program,2024-07-25,Premium,Email,6458,727,11.26,77,10.59,1682.87,5269.8,3.13
335328,New User Discount,2024-07-24,Inactive,Email,8230,570,6.93,98,17.19,4491.39,5311.63,1.18
234930,Weekend Special,2024-07-24,All,Social Media,3135,830,26.48,25,3.01,3881.66,2497.19,0.64
979341,Festival Offer,2024-07-24,All,App,8090,553,6.84,56,10.13,4419.59,6470.58,1.46
878275,Flash Sale,2024-07-24,All,Email,5494,582,10.59,63,10.82,1753.58,5892.87,3.36
258348,Membership Drive,2024-07-24,New Users,SMS,3169,172,5.43,33,19.19,3977.27,9975.81,2.51
454374,Category Promotion,2024-07-24,New Users,Social Media,7356,656,8.92,68,10.37,3513.48,9177.68,2.61
656922,App Push Notification,2024-07-24,Inactive,App,3666,343,9.36,74,21.57,4496.52,2109.29,0.47
400959,Email Campaign,2024-07-24,Premium,Email,9453,385,4.07,33,8.57,3914.18,7660.34,1.96
558809,Referral Program,2024-07-24,All,Social Media,3826,852,22.27,83,9.74,2081.05,9199.43,4.42
149455,New User Discount,2024-07-23,All,SMS,5385,858,15.93,55,6.41,1721.38,7136.35,4.15
179090,Weekend Special,2024-07-23,Inactive,Social Media,7563,388,5.13,33,8.51,3823.92,3005.46,0.79
641032,Festival Offer,2024-07-23,Premium,Email,7685,956,12.44,17,1.78,3082.14,8221.14,2.67
906585,Flash Sale,2024-07-23,Inactive,SMS,9114,987,10.83,18,1.82,1571.3,9061.27,5.77
605995,Membership Drive,2024-07-23,Premium,Email,3932,797,20.27,23,2.89,3481.37,7664.15,2.20
837216,Category Promotion,2024-07-23,All,Social Media,8545,196,2.29,11,5.61,2185.45,4568.82,2.09
220469,App Push Notification,2024-07-23,Premium,App,3611,373,10.33,63,16.89,1134.99,4552.32,4.01
451486,Email Campaign,2024-07-23,Inactive,App,8047,645,8.02,63,9.77,1257.39,8013.88,6.37
591766,Referral Program,2024-07-23,New Users,App,2318,798,34.43,90,11.28,4113.87,9547.25,2.32
174479,New User Discount,2024-07-22,All,Social Media,3799,998,26.27,24,2.40,3398.23,7590.79,2.23
306822,Weekend Special,2024-07-22,New Users,Email,4804,438,9.12,74,16.89,2015.84,3411.08,1.69
915788,Festival Offer,2024-07-22,New Users,Social Media,4050,654,16.15,19,2.91,4875.93,9495.08,1.95
596227,Flash Sale,2024-07-22,New Users,Email,4091,282,6.89,27,9.57,3719.26,9449.68,2.54
23552,Membership Drive,2024-07-22,All,SMS,8825,282,3.20,16,5.67,1657.29,3088.76,1.86
109358,Category Promotion,2024-07-22,Inactive,SMS,2484,817,32.89,88,10.77,3937.89,7277.89,1.85
751406,App Push Notification,2024-07-22,New Users,SMS,4209,381,9.05,89,23.36,1582.35,5557.25,3.51
408608,Email Campaign,2024-07-22,Inactive,Email,1846,753,40.79,15,1.99,2876.16,2056.14,0.71
282735,Referral Program,2024-07-22,All,Email,5297,669,12.63,95,14.20,2929.05,9928.88,3.39
371941,New User Discount,2024-07-21,New Users,App,1347,547,40.61,74,13.53,1024,3800.89,3.71
436061,Weekend Special,2024-07-21,All,App,4015,632,15.74,87,13.77,4323.49,2193.03,0.51
246987,Festival Offer,2024-07-21,Premium,SMS,1768,256,14.48,64,25.00,2270.07,3531.3,1.56
951363,Flash Sale,2024-07-21,Inactive,SMS,5110,298,5.83,54,18.12,4827.04,9804.36,2.03
2988,Membership Drive,2024-07-21,Inactive,App,8472,701,8.27,51,7.28,3923.89,3691.64,0.94
415707,Category Promotion,2024-07-21,New Users,Email,6666,405,6.08,92,22.72,2106.13,3481.58,1.65
208932,App Push Notification,2024-07-21,New Users,Social Media,9557,611,6.39,12,1.96,3257.03,3076.44,0.94
702383,Email Campaign,2024-07-21,Inactive,Email,3976,687,17.28,29,4.22,3378.54,3248.42,0.96
789166,Referral Program,2024-07-21,Inactive,App,2361,173,7.33,93,53.76,2182,2309.55,1.06
733320,New User Discount,2024-07-20,New Users,Social Media,5217,673,12.90,97,14.41,2226.61,3176.98,1.43
664577,Weekend Special,2024-07-20,New Users,SMS,8025,874,10.89,11,1.26,3169.96,5378.85,1.70
50715,Festival Offer,2024-07-20,Inactive,Email,9611,902,9.39,63,6.98,1329.49,7553.54,5.68
573344,Flash Sale,2024-07-20,Premium,Email,3379,865,25.60,85,9.83,1213.41,7983.76,6.58
978121,Membership Drive,2024-07-20,All,Social Media,2073,565,27.26,60,10.62,1486.24,5993.41,4.03
317794,Category Promotion,2024-07-20,All,Email,3314,382,11.53,82,21.47,3278.02,5656.04,1.73
110614,App Push Notification,2024-07-20,Inactive,Email,4130,959,23.22,66,6.88,3815.76,7480.82,1.96
913714,Email Campaign,2024-07-20,Premium,SMS,3892,530,13.62,33,6.23,4972.08,9082.47,1.83
379833,Referral Program,2024-07-20,Inactive,App,9875,527,5.34,90,17.08,4312.88,6111.33,1.42
502855,New User Discount,2024-07-19,All,App,1082,480,44.36,34,7.08,1650.2,7354.26,4.46
234616,Weekend Special,2024-07-19,New Users,Email,3551,739,20.81,59,7.98,4340.54,5844.89,1.35
97633,Festival Offer,2024-07-19,Premium,Social Media,2598,326,12.55,10,3.07,4043.62,4715.53,1.17
464736,Flash Sale,2024-07-19,All,Social Media,7155,158,2.21,92,58.23,1324.52,4773.46,3.60
353262,Membership Drive,2024-07-19,All,Social Media,9944,551,5.54,87,15.79,3411.38,8506.09,2.49
943724,Category Promotion,2024-07-19,Inactive,App,8474,678,8.00,65,9.59,4335.04,5372.35,1.24
975447,App Push Notification,2024-07-19,Premium,App,2217,390,17.59,79,20.26,3183.66,8925.23,2.80
964738,Email Campaign,2024-07-19,New Users,App,4415,931,21.09,26,2.79,2594.55,2915.95,1.12
88024,Referral Program,2024-07-19,Premium,Email,1201,866,72.11,11,1.27,1443.96,5404.69,3.74
760467,New User Discount,2024-07-18,Inactive,App,5229,638,12.20,18,2.82,4087.39,6210.84,1.52
834572,Weekend Special,2024-07-18,Inactive,Email,4796,572,11.93,19,3.32,1237.44,3298.31,2.67
342113,Festival Offer,2024-07-18,New Users,SMS,3407,705,20.69,39,5.53,3489.26,8606.84,2.47
882119,Flash Sale,2024-07-18,All,Social Media,2364,872,36.89,50,5.73,2932.34,3092.27,1.05
752217,Membership Drive,2024-07-18,Premium,Email,9073,750,8.27,65,8.67,1530.69,8440.89,5.51
783705,Category Promotion,2024-07-18,New Users,App,7715,851,11.03,18,2.12,3437.52,2328.8,0.68
183782,App Push Notification,2024-07-18,All,Email,2867,918,32.02,86,9.37,4764.01,8747.87,1.84
757777,Email Campaign,2024-07-18,New Users,Email,2090,447,21.39,25,5.59,4475.46,2201.66,0.49
744292,Referral Program,2024-07-18,All,Social Media,4068,258,6.34,61,23.64,3514.21,4806.66,1.37
655671,New User Discount,2024-07-17,Inactive,Social Media,3976,190,4.78,77,40.53,1307.47,5541.21,4.24
920261,Weekend Special,2024-07-17,Inactive,SMS,2029,989,48.74,50,5.06,1849.29,8274.93,4.47
799160,Festival Offer,2024-07-17,New Users,App,6115,862,14.10,99,11.48,1592.4,7968.14,5.00
12627,Flash Sale,2024-07-17,All,Social Media,7320,541,7.39,31,5.73,4870.47,4779.9,0.98
714528,Membership Drive,2024-07-17,Premium,App,5213,944,18.11,100,10.59,1844.61,7292.98,3.95
333795,Category Promotion,2024-07-17,Premium,App,8353,186,2.23,59,31.72,3201.53,8200.55,2.56
70917,App Push Notification,2024-07-17,All,SMS,3656,800,21.88,80,10.00,1558.91,4051.96,2.60
455642,Email Campaign,2024-07-17,Inactive,App,7149,608,8.50,38,6.25,3935.11,5006.09,1.27
290168,Referral Program,2024-07-17,Premium,Social Media,4761,595,12.50,54,9.08,3427.23,3819.1,1.11
242571,New User Discount,2024-07-16,New Users,SMS,7831,1000,12.77,38,3.80,1512.16,8012.07,5.30
121944,Weekend Special,2024-07-16,All,App,5323,494,9.28,61,12.35,2856.75,8592.7,3.01
314278,Festival Offer,2024-07-16,Inactive,SMS,9082,730,8.04,71,9.73,1612.43,7169.62,4.45
787238,Flash Sale,2024-07-16,All,App,4129,192,4.65,66,34.38,3110.73,5430.74,1.75
89310,Membership Drive,2024-07-16,All,Social Media,3977,907,22.81,35,3.86,4993.77,9253.01,1.85
160488,Category Promotion,2024-07-16,Premium,Email,1050,667,63.52,56,8.40,2106.81,8591.4,4.08
307740,App Push Notification,2024-07-16,Premium,Email,6777,187,2.76,44,23.53,3262.53,3007.54,0.92
751465,Email Campaign,2024-07-16,New Users,SMS,4932,879,17.82,75,8.53,1460.37,9193.41,6.30
733710,Referral Program,2024-07-16,All,SMS,7580,194,2.56,60,30.93,2869.34,5679.95,1.98
651888,New User Discount,2024-07-15,All,App,9603,621,6.47,86,13.85,3817.59,4776.77,1.25
453227,Weekend Special,2024-07-15,Premium,SMS,8831,989,11.20,48,4.85,1549.72,9329.4,6.02
375783,Festival Offer,2024-07-15,All,Social Media,5484,383,6.98,79,20.63,3964.89,6711.24,1.69
439764,Flash Sale,2024-07-15,New Users,SMS,5733,258,4.50,53,20.54,3768.62,4817.59,1.28
790767,Membership Drive,2024-07-15,Premium,Email,7372,480,6.51,96,20.00,1825.52,3816.4,2.09
162998,Category Promotion,2024-07-15,All,Email,4763,830,17.43,13,1.57,4454.17,4550.4,1.02
219890,App Push Notification,2024-07-15,Inactive,Email,9552,484,5.07,23,4.75,3512.99,5463.66,1.56
114097,Email Campaign,2024-07-15,New Users,App,6379,602,9.44,97,16.11,2273.47,6322.59,2.78
940058,Referral Program,2024-07-15,New Users,SMS,2413,167,6.92,56,33.53,3895.68,3198.49,0.82
101172,New User Discount,2024-07-14,Premium,Social Media,8804,837,9.51,91,10.87,1266.85,6277.53,4.96
53177,Weekend Special,2024-07-14,Premium,SMS,7285,952,13.07,17,1.79,2561.42,7341.9,2.87
614094,Festival Offer,2024-07-14,New Users,Social Media,1395,534,38.28,97,18.16,3869.44,8474.09,2.19
351761,Flash Sale,2024-07-14,Premium,SMS,8777,709,8.08,18,2.54,4383.07,6731.98,1.54
195184,Membership Drive,2024-07-14,Premium,Email,2588,348,13.45,10,2.87,2145.09,3088.18,1.44
628944,Category Promotion,2024-07-14,New Users,Social Media,3131,925,29.54,43,4.65,3146.68,9853.52,3.13
726827,App Push Notification,2024-07-14,Inactive,Email,8767,637,7.27,46,7.22,2575.69,5082.43,1.97
175775,Email Campaign,2024-07-14,Premium,Email,3092,584,18.89,82,14.04,1450.67,6823.36,4.70
405734,Referral Program,2024-07-14,Inactive,Social Media,2353,620,26.35,72,11.61,4657.85,5976.87,1.28
366652,New User Discount,2024-07-13,New Users,App,5165,880,17.04,93,10.57,2768.65,4764.24,1.72
189306,Weekend Special,2024-07-13,New Users,App,5057,538,10.64,49,9.11,3384.48,3133.76,0.93
15528,Festival Offer,2024-07-13,Premium,SMS,9050,710,7.85,50,7.04,3218.71,5250.64,1.63
826247,Flash Sale,2024-07-13,Inactive,SMS,7954,854,10.74,79,9.25,4169.44,9343.86,2.24
486236,Membership Drive,2024-07-13,Inactive,App,8939,623,6.97,57,9.15,4589.37,5138.87,1.12
858374,Category Promotion,2024-07-13,All,App,6372,286,4.49,54,18.88,4214.35,5341.12,1.27
856974,App Push Notification,2024-07-13,New Users,SMS,3773,748,19.83,66,8.82,3245.65,4944.02,1.52
66358,Email Campaign,2024-07-13,Inactive,App,7532,786,10.44,17,2.16,1880.92,5275.79,2.80
166886,Referral Program,2024-07-13,Premium,SMS,2629,756,28.76,26,3.44,3574.08,7522.36,2.10
81080,New User Discount,2024-07-12,All,SMS,7792,784,10.06,90,11.48,1798.8,3943.84,2.19
467373,Weekend Special,2024-07-12,Inactive,Social Media,5335,693,12.99,76,10.97,3427.39,8500.54,2.48
556175,Festival Offer,2024-07-12,Inactive,Email,5224,377,7.22,11,2.92,2967.36,5461.8,1.84
184133,Flash Sale,2024-07-12,All,SMS,4938,556,11.26,52,9.35,1232.91,2892.73,2.35
862372,Membership Drive,2024-07-12,Inactive,App,3247,282,8.68,70,24.82,1865.25,8709.17,4.67
54772,Category Promotion,2024-07-12,All,App,9679,725,7.49,83,11.45,3628.95,5918.21,1.63
169545,App Push Notification,2024-07-12,All,App,4042,249,6.16,56,22.49,2741.56,7066.93,2.58
124610,Email Campaign,2024-07-12,Premium,Social Media,9464,848,8.96,32,3.77,2229.1,5642.77,2.53
723700,Referral Program,2024-07-12,All,App,7223,529,7.32,10,1.89,4659.41,7791.85,1.67
54604,New User Discount,2024-07-11,Premium,Social Media,3850,149,3.87,74,49.66,1265.22,4637.3,3.67
567737,Weekend Special,2024-07-11,Inactive,Email,3093,262,8.47,78,29.77,2924.72,4521.23,1.55
376369,Festival Offer,2024-07-11,All,SMS,9931,889,8.95,28,3.15,3276.54,6644.46,2.03
772462,Flash Sale,2024-07-11,All,App,3842,180,4.69,25,13.89,3638.26,6281.78,1.73
846900,Membership Drive,2024-07-11,Premium,Email,4760,422,8.87,56,13.27,3286.36,9180.9,2.79
809480,Category Promotion,2024-07-11,Premium,SMS,7565,915,12.10,23,2.51,3489.52,7052.61,2.02
888464,App Push Notification,2024-07-11,New Users,SMS,2956,141,4.77,43,30.50,4048.42,5658.82,1.40
213728,Email Campaign,2024-07-11,Premium,Email,8210,935,11.39,58,6.20,2795.2,6047.38,2.16
127966,Referral Program,2024-07-11,Premium,Email,4956,584,11.78,75,12.84,3771.9,6463.44,1.71
69938,New User Discount,2024-07-10,Inactive,App,4510,809,17.94,96,11.87,3110.1,6764.98,2.18
628694,Weekend Special,2024-07-10,Inactive,App,7696,740,9.62,30,4.05,4977.55,4373.22,0.88
969239,Festival Offer,2024-07-10,All,App,7977,149,1.87,37,24.83,4514.95,5177.34,1.15
274150,Flash Sale,2024-07-10,Premium,SMS,3703,115,3.11,43,37.39,2486.13,3557.85,1.43
692762,Membership Drive,2024-07-10,Inactive,Social Media,7660,129,1.68,10,7.75,2003.11,2964.52,1.48
705971,Category Promotion,2024-07-10,Inactive,SMS,9304,336,3.61,36,10.71,2194.51,9169.32,4.18
253036,App Push Notification,2024-07-10,Inactive,App,1209,216,17.87,25,11.57,2752.45,8394.96,3.05
182648,Email Campaign,2024-07-10,Premium,Social Media,8244,433,5.25,63,14.55,2518.04,7213.87,2.86
288525,Referral Program,2024-07-10,New Users,App,2875,845,29.39,50,5.92,1552.18,9404.18,6.06
817895,New User Discount,2024-07-09,All,Email,1355,296,21.85,82,27.70,3472.55,8513.25,2.45
782906,Weekend Special,2024-07-09,All,Email,4620,643,13.92,61,9.49,1129.88,9626.29,8.52
715842,Festival Offer,2024-07-09,New Users,Social Media,3036,616,20.29,22,3.57,2107.4,8586.18,4.07
436135,Flash Sale,2024-07-09,New Users,SMS,6498,327,5.03,62,18.96,4013.69,3495.04,0.87
720481,Membership Drive,2024-07-09,Premium,Email,5610,684,12.19,11,1.61,3656.24,8520.82,2.33
796370,Category Promotion,2024-07-09,All,SMS,9355,721,7.71,35,4.85,4009.72,7498.45,1.87
921510,App Push Notification,2024-07-09,Premium,Social Media,1406,747,53.13,45,6.02,3243.81,2431.46,0.75
336324,Email Campaign,2024-07-09,Premium,SMS,7441,940,12.63,20,2.13,4885.9,9464.14,1.94
227674,Referral Program,2024-07-09,Inactive,Email,6464,990,15.32,56,5.66,2653.22,8806.88,3.32
779698,New User Discount,2024-07-08,Inactive,Social Media,6314,968,15.33,20,2.07,2430.17,3313.77,1.36
27136,Weekend Special,2024-07-08,Inactive,Social Media,3081,663,21.52,98,14.78,4462.35,5634.3,1.26
367050,Festival Offer,2024-07-08,All,App,2827,368,13.02,70,19.02,1859.92,7222.11,3.88
884549,Flash Sale,2024-07-08,All,Email,3824,512,13.39,18,3.52,1011.12,4223.28,4.18
986752,Membership Drive,2024-07-08,Premium,Email,3575,737,20.62,47,6.38,3896.84,4303.13,1.10
69862,Category Promotion,2024-07-08,All,Social Media,7266,643,8.85,72,11.20,2974.19,9085.9,3.05
575066,App Push Notification,2024-07-08,Inactive,App,7977,302,3.79,56,18.54,3983.37,9691.47,2.43
867631,Email Campaign,2024-07-08,Inactive,Email,1298,897,69.11,19,2.12,4730.77,3047.53,0.64
992548,Referral Program,2024-07-08,All,SMS,2955,130,4.40,69,53.08,3239.74,7024.88,2.17
370831,New User Discount,2024-07-07,All,SMS,3971,252,6.35,53,21.03,4938.28,9863.18,2.00
972938,Weekend Special,2024-07-07,Premium,SMS,8867,168,1.89,29,17.26,4295.72,7068.8,1.65
666778,Festival Offer,2024-07-07,All,App,9556,312,3.26,30,9.62,3153.14,7350.63,2.33
709437,Flash Sale,2024-07-07,Inactive,Email,6563,173,2.64,55,31.79,4805.06,2820.35,0.59
89439,Membership Drive,2024-07-07,Inactive,Social Media,3764,559,14.85,78,13.95,3072.25,5487.27,1.79
687834,Category Promotion,2024-07-07,All,Email,3896,881,22.61,13,1.48,1827.35,7296.21,3.99
497519,App Push Notification,2024-07-07,Inactive,App,3319,572,17.23,50,8.74,2778.66,5632.85,2.03
338168,Email Campaign,2024-07-07,All,Email,1945,665,34.19,47,7.07,4974.13,5464.2,1.10
804688,Referral Program,2024-07-07,New Users,Email,7284,154,2.11,16,10.39,2848.33,8076.66,2.84
780485,New User Discount,2024-07-06,All,App,1819,995,54.70,78,7.84,4986.38,7138.51,1.43
547115,Weekend Special,2024-07-06,Inactive,SMS,4656,535,11.49,29,5.42,3311.28,7686.73,2.32
227016,Festival Offer,2024-07-06,New Users,Social Media,4233,297,7.02,86,28.96,3920.5,5730.42,1.46
425704,Flash Sale,2024-07-06,Premium,Email,3559,724,20.34,58,8.01,4851.57,3589.65,0.74
731367,Membership Drive,2024-07-06,All,App,2501,541,21.63,43,7.95,1026.38,4163.05,4.06
614126,Category Promotion,2024-07-06,All,Social Media,8922,765,8.57,75,9.80,1243.83,6716.25,5.40
751624,App Push Notification,2024-07-06,Inactive,SMS,7284,596,8.18,50,8.39,2584,5175.76,2.00
962131,Email Campaign,2024-07-06,Inactive,Email,5284,969,18.34,68,7.02,2809.88,7560.78,2.69
590925,Referral Program,2024-07-06,Premium,Email,8234,914,11.10,29,3.17,1899.6,8064.61,4.25
377293,New User Discount,2024-07-05,Inactive,Social Media,7771,575,7.40,49,8.52,4311.66,2839.56,0.66
102043,Weekend Special,2024-07-05,Inactive,App,7307,390,5.34,42,10.77,2870.92,8166.53,2.84
682120,Festival Offer,2024-07-05,New Users,App,9806,804,8.20,91,11.32,4579.07,2116.41,0.46
556237,Flash Sale,2024-07-05,Inactive,App,8061,906,11.24,83,9.16,4928,2849.73,0.58
536075,Membership Drive,2024-07-05,All,Email,3374,447,13.25,72,16.11,3431.27,7819.18,2.28
799187,Category Promotion,2024-07-05,Inactive,SMS,8219,111,1.35,29,26.13,4629.74,3194.92,0.69
660547,App Push Notification,2024-07-05,Inactive,App,5188,873,16.83,40,4.58,2262.6,8709.88,3.85
548705,Email Campaign,2024-07-05,All,SMS,3026,884,29.21,51,5.77,1266.83,5419.23,4.28
461527,Referral Program,2024-07-05,Inactive,App,7153,641,8.96,98,15.29,4563.68,8629.79,1.89
303557,New User Discount,2024-07-04,New Users,SMS,2155,682,31.65,89,13.05,2401.05,7405.77,3.08
698668,Weekend Special,2024-07-04,Premium,App,1929,563,29.19,56,9.95,3292.83,4768.12,1.45
184088,Festival Offer,2024-07-04,New Users,Email,3280,568,17.32,86,15.14,1233.29,5501.87,4.46
895095,Flash Sale,2024-07-04,Inactive,App,1306,440,33.69,66,15.00,3135.58,7797.98,2.49
635618,Membership Drive,2024-07-04,New Users,App,7959,389,4.89,63,16.20,4901.15,2434.26,0.50
133861,Category Promotion,2024-07-04,All,App,3083,637,20.66,99,15.54,3039.8,6757.26,2.22
273112,App Push Notification,2024-07-04,New Users,SMS,4825,890,18.45,60,6.74,4971.96,6051.97,1.22
429218,Email Campaign,2024-07-04,Premium,Social Media,4915,743,15.12,68,9.15,2927.68,7764.72,2.65
299733,Referral Program,2024-07-04,Inactive,App,7883,566,7.18,69,12.19,4658.57,4550.79,0.98
814579,New User Discount,2024-07-03,Premium,SMS,4921,712,14.47,97,13.62,3667.84,2493.24,0.68
703493,Weekend Special,2024-07-03,Premium,App,7636,748,9.80,93,12.43,4831.1,8736.93,1.81
304163,Festival Offer,2024-07-03,New Users,SMS,9383,716,7.63,99,13.83,4343.35,3781.41,0.87
5891,Flash Sale,2024-07-03,Premium,SMS,2333,976,41.83,96,9.84,4851.75,2280.15,0.47
521813,Membership Drive,2024-07-03,All,App,2775,654,23.57,34,5.20,4022.17,3607.6,0.90
630300,Category Promotion,2024-07-03,Inactive,Social Media,7652,490,6.40,50,10.20,4462.33,3602.84,0.81
222013,App Push Notification,2024-07-03,All,App,5590,525,9.39,65,12.38,4865.84,8038.75,1.65
162388,Email Campaign,2024-07-03,Inactive,Social Media,1465,213,14.54,61,28.64,2476.41,7904.47,3.19
1966,Referral Program,2024-07-03,All,App,1515,924,60.99,96,10.39,3621.59,5330.49,1.47
55594,New User Discount,2024-07-02,Premium,Email,4990,531,10.64,26,4.90,2983.34,6924.21,2.32
922544,Weekend Special,2024-07-02,New Users,Email,2546,293,11.51,25,8.53,1171.18,2739.18,2.34
758868,Festival Offer,2024-07-02,All,Email,3963,196,4.95,12,6.12,1571.37,8652.94,5.51
221516,Flash Sale,2024-07-02,New Users,Social Media,5859,658,11.23,41,6.23,1160.27,4796.48,4.13
423614,Membership Drive,2024-07-02,All,Social Media,4714,852,18.07,37,4.34,2305.05,8529.82,3.70
119485,Category Promotion,2024-07-02,All,SMS,4253,931,21.89,40,4.30,4987.84,5521.58,1.11
186094,App Push Notification,2024-07-02,Inactive,SMS,5915,402,6.80,50,12.44,2214.75,2233.47,1.01
304479,Email Campaign,2024-07-02,Premium,App,7675,417,5.43,88,21.10,2789.71,9339.14,3.35
130880,Referral Program,2024-07-02,Premium,SMS,7911,867,10.96,72,8.30,2811.38,2963.7,1.05
244611,New User Discount,2024-07-01,New Users,Social Media,6321,187,2.96,84,44.92,4371.65,8343.1,1.91
88954,Weekend Special,2024-07-01,All,SMS,7738,665,8.59,43,6.47,3656.55,9710.03,2.66
403916,Festival Offer,2024-07-01,Premium,App,6960,997,14.32,25,2.51,1658.6,2594.59,1.56
759311,Flash Sale,2024-07-01,New Users,Social Media,7954,845,10.62,83,9.82,1246.38,7315.92,5.87
571275,Membership Drive,2024-07-01,Inactive,Email,4154,845,20.34,58,6.86,3219.98,7299.54,2.27
